#timestamp(s) translation_x(m) translation_y(m) translation_z(m)
1640240865.900000095 2282.77 -2627.30 5704.19 
1640240866.000000000 2283.26 -2627.54 5704.96 
1640240866.099999905 2283.74 -2627.78 5705.72 
1640240866.200000048 2284.22 -2628.02 5706.48 
1640240866.299999952 2284.70 -2628.25 5707.24 
1640240866.400000095 2285.18 -2628.48 5707.99 
1640240866.500000000 2285.67 -2628.72 5708.74 
1640240866.599999905 2286.14 -2628.96 5709.49 
1640240866.700000048 2286.62 -2629.19 5710.24 
1640240866.799999952 2287.09 -2629.43 5710.98 
1640240866.900000095 2287.56 -2629.67 5711.73 
1640240867.000000000 2288.03 -2629.91 5712.48 
1640240867.099999905 2288.51 -2630.14 5713.23 
1640240867.200000048 2288.98 -2630.38 5713.98 
1640240867.299999952 2289.46 -2630.63 5714.73 
1640240867.400000095 2289.94 -2630.87 5715.48 
1640240867.500000000 2290.41 -2631.11 5716.23 
1640240867.599999905 2290.88 -2631.35 5716.98 
1640240867.700000048 2291.35 -2631.59 5717.73 
1640240867.799999952 2291.83 -2631.82 5718.48 
1640240867.900000095 2292.30 -2632.06 5719.24 
1640240868.000000000 2292.78 -2632.31 5719.99 
1640240868.099999905 2293.25 -2632.55 5720.75 
1640240868.200000048 2293.72 -2632.79 5721.50 
1640240868.299999952 2294.20 -2633.03 5722.26 
1640240868.400000095 2294.69 -2633.28 5723.03 
1640240868.500000000 2295.17 -2633.52 5723.79 
1640240868.599999905 2295.65 -2633.76 5724.56 
1640240868.700000048 2296.13 -2634.00 5725.32 
1640240868.799999952 2296.61 -2634.24 5726.08 
1640240868.900000095 2297.10 -2634.48 5726.85 
1640240869.000000000 2297.57 -2634.72 5727.61 
1640240869.099999905 2298.06 -2634.96 5728.38 
1640240869.200000048 2298.55 -2635.21 5729.15 
1640240869.299999952 2299.03 -2635.45 5729.92 
1640240869.400000095 2299.53 -2635.70 5730.69 
1640240869.500000000 2300.02 -2635.94 5731.45 
1640240869.599999905 2300.51 -2636.18 5732.22 
1640240869.700000048 2301.00 -2636.42 5732.98 
1640240869.799999952 2301.50 -2636.66 5733.75 
1640240869.900000095 2301.98 -2636.90 5734.51 
1640240870.000000000 2302.46 -2637.13 5735.27 
1640240870.099999905 2302.95 -2637.37 5736.04 
1640240870.200000048 2303.44 -2637.62 5736.80 
1640240870.299999952 2303.94 -2637.87 5737.57 
1640240870.400000095 2304.43 -2638.11 5738.34 
1640240870.500000000 2304.92 -2638.36 5739.11 
1640240870.599999905 2305.42 -2638.60 5739.88 
1640240870.700000048 2305.91 -2638.85 5740.65 
1640240870.799999952 2306.40 -2639.10 5741.43 
1640240870.900000095 2306.90 -2639.34 5742.20 
1640240871.000000000 2307.38 -2639.59 5742.97 
1640240871.099999905 2307.87 -2639.83 5743.73 
1640240871.200000048 2308.36 -2640.08 5744.50 
1640240871.299999952 2308.84 -2640.32 5745.26 
1640240871.400000095 2309.33 -2640.56 5746.03 
1640240871.500000000 2309.81 -2640.81 5746.79 
1640240871.599999905 2310.30 -2641.05 5747.55 
1640240871.700000048 2310.78 -2641.30 5748.31 
1640240871.799999952 2311.27 -2641.54 5749.07 
1640240871.900000095 2311.75 -2641.79 5749.83 
1640240872.000000000 2312.23 -2642.03 5750.59 
1640240872.099999905 2312.71 -2642.27 5751.35 
1640240872.200000048 2313.19 -2642.51 5752.11 
1640240872.299999952 2313.67 -2642.75 5752.87 
1640240872.400000095 2314.14 -2642.99 5753.63 
1640240872.500000000 2314.61 -2643.22 5754.38 
1640240872.599999905 2315.09 -2643.46 5755.13 
1640240872.700000048 2315.56 -2643.70 5755.88 
1640240872.799999952 2316.03 -2643.94 5756.63 
1640240872.900000095 2316.50 -2644.18 5757.38 
1640240873.000000000 2316.96 -2644.41 5758.13 
1640240873.099999905 2317.44 -2644.66 5758.87 
1640240873.200000048 2317.91 -2644.90 5759.63 
1640240873.299999952 2318.39 -2645.15 5760.38 
1640240873.400000095 2318.85 -2645.39 5761.13 
1640240873.500000000 2319.32 -2645.64 5761.88 
1640240873.599999905 2319.79 -2645.88 5762.63 
1640240873.700000048 2320.27 -2646.12 5763.38 
1640240873.799999952 2320.75 -2646.38 5764.13 
1640240873.900000095 2321.22 -2646.62 5764.88 
1640240874.000000000 2321.69 -2646.86 5765.63 
1640240874.099999905 2322.16 -2647.10 5766.38 
1640240874.200000048 2322.64 -2647.34 5767.13 
1640240874.299999952 2323.12 -2647.58 5767.89 
1640240874.400000095 2323.60 -2647.83 5768.65 
1640240874.500000000 2324.08 -2648.07 5769.40 
1640240874.599999905 2324.56 -2648.31 5770.16 
1640240874.700000048 2325.04 -2648.55 5770.92 
1640240874.799999952 2325.52 -2648.79 5771.67 
1640240874.900000095 2326.00 -2649.03 5772.43 
1640240875.000000000 2326.48 -2649.28 5773.19 
1640240875.099999905 2326.96 -2649.51 5773.94 
1640240875.200000048 2327.44 -2649.76 5774.70 
1640240875.299999952 2327.92 -2650.00 5775.46 
1640240875.400000095 2328.40 -2650.24 5776.23 
1640240875.500000000 2328.88 -2650.48 5776.99 
1640240875.599999905 2329.36 -2650.72 5777.75 
1640240875.700000048 2329.84 -2650.96 5778.51 
1640240875.799999952 2330.34 -2651.20 5779.27 
1640240875.900000095 2330.82 -2651.45 5780.03 
1640240876.000000000 2331.30 -2651.68 5780.78 
1640240876.099999905 2331.78 -2651.92 5781.54 
1640240876.200000048 2332.26 -2652.15 5782.30 
1640240876.299999952 2332.75 -2652.40 5783.06 
1640240876.400000095 2333.24 -2652.65 5783.82 
1640240876.500000000 2333.73 -2652.89 5784.58 
1640240876.599999905 2334.22 -2653.14 5785.35 
1640240876.700000048 2334.71 -2653.38 5786.11 
1640240876.799999952 2335.20 -2653.62 5786.87 
1640240876.900000095 2335.68 -2653.86 5787.63 
1640240877.000000000 2336.18 -2654.11 5788.39 
1640240877.099999905 2336.67 -2654.35 5789.15 
1640240877.200000048 2337.16 -2654.59 5789.90 
1640240877.299999952 2337.65 -2654.83 5790.66 
1640240877.400000095 2338.14 -2655.07 5791.43 
1640240877.500000000 2338.64 -2655.31 5792.19 
1640240877.599999905 2339.13 -2655.55 5792.96 
1640240877.700000048 2339.63 -2655.79 5793.72 
1640240877.799999952 2340.12 -2656.04 5794.49 
1640240877.900000095 2340.62 -2656.29 5795.26 
1640240878.000000000 2341.13 -2656.53 5796.04 
1640240878.099999905 2341.62 -2656.78 5796.81 
1640240878.200000048 2342.12 -2657.03 5797.58 
1640240878.299999952 2342.61 -2657.27 5798.36 
1640240878.400000095 2343.11 -2657.52 5799.14 
1640240878.500000000 2343.62 -2657.78 5799.92 
1640240878.599999905 2344.12 -2658.03 5800.70 
1640240878.700000048 2344.62 -2658.28 5801.48 
1640240878.799999952 2345.12 -2658.52 5802.27 
1640240878.900000095 2345.62 -2658.77 5803.05 
1640240879.000000000 2346.13 -2659.02 5803.84 
1640240879.099999905 2346.64 -2659.28 5804.62 
1640240879.200000048 2347.14 -2659.52 5805.40 
1640240879.299999952 2347.65 -2659.76 5806.19 
1640240879.400000095 2348.16 -2660.01 5806.97 
1640240879.500000000 2348.67 -2660.26 5807.75 
1640240879.599999905 2349.18 -2660.51 5808.54 
1640240879.700000048 2349.69 -2660.76 5809.32 
1640240879.799999952 2350.20 -2661.01 5810.10 
1640240879.900000095 2350.71 -2661.25 5810.87 
1640240880.000000000 2351.21 -2661.50 5811.65 
1640240880.099999905 2351.72 -2661.74 5812.42 
1640240880.200000048 2352.23 -2661.99 5813.19 
1640240880.299999952 2352.73 -2662.23 5813.95 
1640240880.400000095 2353.23 -2662.47 5814.72 
1640240880.500000000 2353.73 -2662.71 5815.48 
1640240880.599999905 2354.23 -2662.95 5816.23 
1640240880.700000048 2354.73 -2663.18 5816.99 
1640240880.799999952 2355.22 -2663.42 5817.74 
1640240880.900000095 2355.72 -2663.65 5818.50 
1640240881.000000000 2356.21 -2663.88 5819.25 
1640240881.099999905 2356.71 -2664.12 5820.00 
1640240881.200000048 2357.21 -2664.35 5820.76 
1640240881.299999952 2357.71 -2664.60 5821.52 
1640240881.400000095 2358.21 -2664.83 5822.28 
1640240881.500000000 2358.71 -2665.07 5823.04 
1640240881.599999905 2359.22 -2665.30 5823.80 
1640240881.700000048 2359.72 -2665.53 5824.56 
1640240881.799999952 2360.22 -2665.76 5825.32 
1640240881.900000095 2360.72 -2665.99 5826.08 
1640240882.000000000 2361.23 -2666.22 5826.84 
1640240882.099999905 2361.74 -2666.45 5827.60 
1640240882.200000048 2362.24 -2666.68 5828.36 
1640240882.299999952 2362.75 -2666.91 5829.13 
1640240882.400000095 2363.25 -2667.14 5829.88 
1640240882.500000000 2363.75 -2667.37 5830.64 
1640240882.599999905 2364.25 -2667.59 5831.40 
1640240882.700000048 2364.76 -2667.82 5832.16 
1640240882.799999952 2365.26 -2668.05 5832.91 
1640240882.900000095 2365.75 -2668.29 5833.66 
1640240883.000000000 2366.24 -2668.53 5834.41 
1640240883.099999905 2366.73 -2668.76 5835.15 
1640240883.200000048 2367.22 -2669.00 5835.90 
1640240883.299999952 2367.71 -2669.25 5836.65 
1640240883.400000095 2368.20 -2669.48 5837.39 
1640240883.500000000 2368.68 -2669.71 5838.13 
1640240883.599999905 2369.17 -2669.95 5838.86 
1640240883.700000048 2369.65 -2670.18 5839.60 
1640240883.799999952 2370.12 -2670.41 5840.33 
1640240883.900000095 2370.59 -2670.64 5841.06 
1640240884.000000000 2371.06 -2670.87 5841.78 
1640240884.099999905 2371.52 -2671.10 5842.51 
1640240884.200000048 2372.00 -2671.34 5843.23 
1640240884.299999952 2372.47 -2671.58 5843.96 
1640240884.400000095 2372.92 -2671.81 5844.67 
1640240884.500000000 2373.38 -2672.03 5845.39 
1640240884.599999905 2373.84 -2672.26 5846.10 
1640240884.700000048 2374.30 -2672.49 5846.81 
1640240884.799999952 2374.75 -2672.71 5847.51 
1640240884.900000095 2375.19 -2672.93 5848.21 
1640240885.000000000 2375.64 -2673.15 5848.90 
1640240885.099999905 2376.08 -2673.37 5849.59 
1640240885.200000048 2376.52 -2673.59 5850.27 
1640240885.299999952 2376.96 -2673.80 5850.95 
1640240885.400000095 2377.39 -2674.02 5851.63 
1640240885.500000000 2377.83 -2674.24 5852.30 
1640240885.599999905 2378.26 -2674.46 5852.96 
1640240885.700000048 2378.68 -2674.66 5853.62 
1640240885.799999952 2379.10 -2674.86 5854.27 
1640240885.900000095 2379.52 -2675.06 5854.92 
1640240886.000000000 2379.94 -2675.26 5855.56 
1640240886.099999905 2380.34 -2675.48 5856.21 
1640240886.200000048 2380.75 -2675.68 5856.85 
1640240886.299999952 2381.15 -2675.89 5857.49 
1640240886.400000095 2381.57 -2676.10 5858.12 
1640240886.500000000 2381.98 -2676.31 5858.75 
1640240886.599999905 2382.39 -2676.52 5859.38 
1640240886.700000048 2382.78 -2676.72 5860.01 
1640240886.799999952 2383.20 -2676.93 5860.64 
1640240886.900000095 2383.61 -2677.14 5861.27 
1640240887.000000000 2384.03 -2677.35 5861.90 
1640240887.099999905 2384.43 -2677.55 5862.53 
1640240887.200000048 2384.84 -2677.75 5863.16 
1640240887.299999952 2385.25 -2677.95 5863.79 
1640240887.400000095 2385.66 -2678.15 5864.43 
1640240887.500000000 2386.07 -2678.35 5865.06 
1640240887.599999905 2386.49 -2678.55 5865.70 
1640240887.700000048 2386.90 -2678.75 5866.33 
1640240887.799999952 2387.31 -2678.95 5866.97 
1640240887.900000095 2387.73 -2679.16 5867.61 
1640240888.000000000 2388.14 -2679.36 5868.24 
1640240888.099999905 2388.55 -2679.56 5868.88 
1640240888.200000048 2388.97 -2679.76 5869.51 
1640240888.299999952 2389.39 -2679.96 5870.15 
1640240888.400000095 2389.81 -2680.16 5870.79 
1640240888.500000000 2390.23 -2680.37 5871.43 
1640240888.599999905 2390.64 -2680.57 5872.07 
1640240888.700000048 2391.06 -2680.77 5872.71 
1640240888.799999952 2391.49 -2680.97 5873.35 
1640240888.900000095 2391.91 -2681.17 5874.00 
1640240889.000000000 2392.33 -2681.38 5874.65 
1640240889.099999905 2392.75 -2681.58 5875.29 
1640240889.200000048 2393.18 -2681.78 5875.94 
1640240889.299999952 2393.60 -2681.98 5876.59 
1640240889.400000095 2394.03 -2682.18 5877.24 
1640240889.500000000 2394.45 -2682.38 5877.89 
1640240889.599999905 2394.88 -2682.58 5878.54 
1640240889.700000048 2395.30 -2682.78 5879.19 
1640240889.799999952 2395.71 -2682.98 5879.84 
1640240889.900000095 2396.14 -2683.18 5880.48 
1640240890.000000000 2396.56 -2683.38 5881.13 
1640240890.099999905 2396.99 -2683.59 5881.78 
1640240890.200000048 2397.42 -2683.79 5882.43 
1640240890.299999952 2397.84 -2684.00 5883.09 
1640240890.400000095 2398.27 -2684.21 5883.74 
1640240890.500000000 2398.69 -2684.41 5884.39 
1640240890.599999905 2399.12 -2684.62 5885.04 
1640240890.700000048 2399.55 -2684.83 5885.70 
1640240890.799999952 2399.98 -2685.03 5886.35 
1640240890.900000095 2400.40 -2685.24 5887.00 
1640240891.000000000 2400.83 -2685.44 5887.65 
1640240891.099999905 2401.26 -2685.64 5888.30 
1640240891.200000048 2401.68 -2685.85 5888.94 
1640240891.299999952 2402.11 -2686.05 5889.59 
1640240891.400000095 2402.53 -2686.25 5890.23 
1640240891.500000000 2402.95 -2686.45 5890.88 
1640240891.599999905 2403.38 -2686.66 5891.52 
1640240891.700000048 2403.81 -2686.86 5892.17 
1640240891.799999952 2404.23 -2687.06 5892.81 
1640240891.900000095 2404.66 -2687.26 5893.46 
1640240892.000000000 2405.09 -2687.46 5894.11 
1640240892.099999905 2405.52 -2687.67 5894.77 
1640240892.200000048 2405.95 -2687.87 5895.43 
1640240892.299999952 2406.38 -2688.08 5896.09 
1640240892.400000095 2406.82 -2688.29 5896.76 
1640240892.500000000 2407.25 -2688.50 5897.44 
1640240892.599999905 2407.69 -2688.71 5898.11 
1640240892.700000048 2408.13 -2688.92 5898.79 
1640240892.799999952 2408.57 -2689.14 5899.48 
1640240892.900000095 2409.02 -2689.35 5900.17 
1640240893.000000000 2409.46 -2689.57 5900.86 
1640240893.099999905 2409.91 -2689.79 5901.56 
1640240893.200000048 2410.36 -2690.01 5902.26 
1640240893.299999952 2410.81 -2690.23 5902.96 
1640240893.400000095 2411.26 -2690.45 5903.67 
1640240893.500000000 2411.72 -2690.67 5904.37 
1640240893.599999905 2412.17 -2690.89 5905.08 
1640240893.700000048 2412.61 -2691.11 5905.78 
1640240893.799999952 2413.06 -2691.33 5906.49 
1640240893.900000095 2413.52 -2691.56 5907.20 
1640240894.000000000 2413.98 -2691.79 5907.91 
1640240894.099999905 2414.44 -2692.02 5908.62 
1640240894.200000048 2414.90 -2692.24 5909.33 
1640240894.299999952 2415.36 -2692.47 5910.04 
1640240894.400000095 2415.82 -2692.69 5910.75 
1640240894.500000000 2416.28 -2692.92 5911.47 
1640240894.599999905 2416.75 -2693.14 5912.18 
1640240894.700000048 2417.21 -2693.36 5912.90 
1640240894.799999952 2417.68 -2693.59 5913.61 
1640240894.900000095 2418.14 -2693.81 5914.33 
1640240895.000000000 2418.61 -2694.03 5915.05 
1640240895.099999905 2419.08 -2694.26 5915.78 
1640240895.200000048 2419.55 -2694.49 5916.50 
1640240895.299999952 2420.03 -2694.72 5917.23 
1640240895.400000095 2420.50 -2694.94 5917.96 
1640240895.500000000 2420.97 -2695.17 5918.69 
1640240895.599999905 2421.45 -2695.39 5919.43 
1640240895.700000048 2421.92 -2695.62 5920.16 
1640240895.799999952 2422.39 -2695.84 5920.89 
1640240895.900000095 2422.86 -2696.07 5921.62 
1640240896.000000000 2423.33 -2696.29 5922.35 
1640240896.099999905 2423.80 -2696.51 5923.08 
1640240896.200000048 2424.27 -2696.73 5923.80 
1640240896.299999952 2424.74 -2696.95 5924.53 
1640240896.400000095 2425.22 -2697.17 5925.26 
1640240896.500000000 2425.69 -2697.40 5925.99 
1640240896.599999905 2426.16 -2697.62 5926.72 
1640240896.700000048 2426.62 -2697.84 5927.46 
1640240896.799999952 2427.09 -2698.07 5928.19 
1640240896.900000095 2427.56 -2698.30 5928.93 
1640240897.000000000 2428.03 -2698.53 5929.67 
1640240897.099999905 2428.50 -2698.76 5930.40 
1640240897.200000048 2428.97 -2699.00 5931.14 
1640240897.299999952 2429.43 -2699.24 5931.88 
1640240897.400000095 2429.91 -2699.48 5932.63 
1640240897.500000000 2430.38 -2699.72 5933.37 
1640240897.599999905 2430.86 -2699.96 5934.12 
1640240897.700000048 2431.34 -2700.21 5934.87 
1640240897.799999952 2431.82 -2700.45 5935.63 
1640240897.900000095 2432.30 -2700.69 5936.38 
1640240898.000000000 2432.77 -2700.93 5937.13 
1640240898.099999905 2433.24 -2701.17 5937.88 
1640240898.200000048 2433.72 -2701.41 5938.63 
1640240898.299999952 2434.19 -2701.65 5939.39 
1640240898.400000095 2434.67 -2701.90 5940.15 
1640240898.500000000 2435.14 -2702.14 5940.90 
1640240898.599999905 2435.61 -2702.39 5941.66 
1640240898.700000048 2436.09 -2702.63 5942.42 
1640240898.799999952 2436.56 -2702.88 5943.19 
1640240898.900000095 2437.04 -2703.13 5943.95 
1640240899.000000000 2437.52 -2703.38 5944.72 
1640240899.099999905 2437.99 -2703.63 5945.48 
1640240899.200000048 2438.46 -2703.87 5946.25 
1640240899.299999952 2438.93 -2704.12 5947.02 
1640240899.400000095 2439.40 -2704.36 5947.78 
1640240899.500000000 2439.88 -2704.61 5948.55 
1640240899.599999905 2440.36 -2704.86 5949.32 
1640240899.700000048 2440.84 -2705.11 5950.10 
1640240899.799999952 2441.32 -2705.36 5950.87 
1640240899.900000095 2441.80 -2705.61 5951.65 
1640240900.000000000 2442.28 -2705.86 5952.42 
1640240900.099999905 2442.77 -2706.10 5953.20 
1640240900.200000048 2443.25 -2706.35 5953.98 
1640240900.299999952 2443.74 -2706.61 5954.76 
1640240900.400000095 2444.23 -2706.86 5955.55 
1640240900.500000000 2444.71 -2707.12 5956.33 
1640240900.599999905 2445.21 -2707.38 5957.12 
1640240900.700000048 2445.71 -2707.63 5957.91 
1640240900.799999952 2446.21 -2707.90 5958.70 
1640240900.900000095 2446.72 -2708.16 5959.50 
1640240901.000000000 2447.23 -2708.41 5960.29 
1640240901.099999905 2447.74 -2708.67 5961.09 
1640240901.200000048 2448.25 -2708.92 5961.89 
1640240901.299999952 2448.76 -2709.17 5962.70 
1640240901.400000095 2449.28 -2709.43 5963.50 
1640240901.500000000 2449.79 -2709.68 5964.31 
1640240901.599999905 2450.31 -2709.94 5965.12 
1640240901.700000048 2450.83 -2710.20 5965.93 
1640240901.799999952 2451.35 -2710.45 5966.75 
1640240901.900000095 2451.87 -2710.70 5967.57 
1640240902.000000000 2452.40 -2710.96 5968.38 
1640240902.099999905 2452.92 -2711.21 5969.20 
1640240902.200000048 2453.44 -2711.46 5970.02 
1640240902.299999952 2453.97 -2711.71 5970.85 
1640240902.400000095 2454.50 -2711.97 5971.67 
1640240902.500000000 2455.03 -2712.23 5972.50 
1640240902.599999905 2455.56 -2712.48 5973.33 
1640240902.700000048 2456.10 -2712.74 5974.16 
1640240902.799999952 2456.63 -2713.00 5974.99 
1640240902.900000095 2457.16 -2713.25 5975.82 
1640240903.000000000 2457.69 -2713.49 5976.65 
1640240903.099999905 2458.22 -2713.74 5977.48 
1640240903.200000048 2458.75 -2714.00 5978.31 
1640240903.299999952 2459.29 -2714.26 5979.14 
1640240903.400000095 2459.83 -2714.53 5979.98 
1640240903.500000000 2460.36 -2714.79 5980.81 
1640240903.599999905 2460.90 -2715.05 5981.65 
1640240903.700000048 2461.44 -2715.32 5982.49 
1640240903.799999952 2462.00 -2715.59 5983.33 
1640240903.900000095 2462.54 -2715.87 5984.18 
1640240904.000000000 2463.08 -2716.13 5985.02 
1640240904.099999905 2463.61 -2716.40 5985.87 
1640240904.200000048 2464.16 -2716.66 5986.72 
1640240904.299999952 2464.70 -2716.93 5987.58 
1640240904.400000095 2465.25 -2717.20 5988.43 
1640240904.500000000 2465.79 -2717.47 5989.29 
1640240904.599999905 2466.33 -2717.75 5990.15 
1640240904.700000048 2466.88 -2718.01 5991.01 
1640240904.799999952 2467.42 -2718.29 5991.87 
1640240904.900000095 2467.96 -2718.55 5992.73 
1640240905.000000000 2468.51 -2718.83 5993.59 
1640240905.099999905 2469.05 -2719.10 5994.45 
1640240905.200000048 2469.60 -2719.38 5995.31 
1640240905.299999952 2470.14 -2719.65 5996.18 
1640240905.400000095 2470.68 -2719.92 5997.04 
1640240905.500000000 2471.22 -2720.20 5997.90 
1640240905.599999905 2471.76 -2720.47 5998.77 
1640240905.700000048 2472.31 -2720.75 5999.65 
1640240905.799999952 2472.85 -2721.03 6000.51 
1640240905.900000095 2473.38 -2721.29 6001.37 
1640240906.000000000 2473.92 -2721.55 6002.23 
1640240906.099999905 2474.47 -2721.83 6003.10 
1640240906.200000048 2475.02 -2722.10 6003.96 
1640240906.299999952 2475.56 -2722.37 6004.82 
1640240906.400000095 2476.09 -2722.64 6005.68 
1640240906.500000000 2476.64 -2722.92 6006.54 
1640240906.599999905 2477.20 -2723.20 6007.41 
1640240906.700000048 2477.77 -2723.50 6008.28 
1640240906.799999952 2478.33 -2723.78 6009.15 
1640240906.900000095 2478.88 -2724.04 6010.02 
1640240907.000000000 2479.43 -2724.31 6010.88 
1640240907.099999905 2479.99 -2724.58 6011.75 
1640240907.200000048 2480.55 -2724.86 6012.62 
1640240907.299999952 2481.11 -2725.13 6013.49 
1640240907.400000095 2481.67 -2725.40 6014.36 
1640240907.500000000 2482.23 -2725.67 6015.23 
1640240907.599999905 2482.79 -2725.94 6016.10 
1640240907.700000048 2483.35 -2726.20 6016.96 
1640240907.799999952 2483.90 -2726.46 6017.82 
1640240907.900000095 2484.45 -2726.72 6018.68 
1640240908.000000000 2485.01 -2726.99 6019.54 
1640240908.099999905 2485.55 -2727.25 6020.39 
1640240908.200000048 2486.10 -2727.51 6021.24 
1640240908.299999952 2486.65 -2727.77 6022.08 
1640240908.400000095 2487.20 -2728.03 6022.93 
1640240908.500000000 2487.75 -2728.29 6023.79 
1640240908.599999905 2488.30 -2728.56 6024.63 
1640240908.700000048 2488.84 -2728.81 6025.48 
1640240908.799999952 2489.38 -2729.06 6026.33 
1640240908.900000095 2489.94 -2729.33 6027.17 
1640240909.000000000 2490.48 -2729.61 6028.03 
1640240909.099999905 2491.03 -2729.88 6028.88 
1640240909.200000048 2491.58 -2730.15 6029.73 
1640240909.299999952 2492.11 -2730.42 6030.57 
1640240909.400000095 2492.64 -2730.68 6031.42 
1640240909.500000000 2493.18 -2730.95 6032.27 
1640240909.599999905 2493.74 -2731.24 6033.12 
1640240909.700000048 2494.29 -2731.52 6033.97 
1640240909.799999952 2494.83 -2731.79 6034.82 
1640240909.900000095 2495.35 -2732.06 6035.67 
1640240910.000000000 2495.89 -2732.33 6036.51 
1640240910.099999905 2496.43 -2732.60 6037.36 
1640240910.200000048 2496.96 -2732.87 6038.20 
1640240910.299999952 2497.50 -2733.14 6039.05 
1640240910.400000095 2498.04 -2733.42 6039.90 
1640240910.500000000 2498.57 -2733.68 6040.74 
1640240910.599999905 2499.10 -2733.95 6041.58 
1640240910.700000048 2499.63 -2734.22 6042.42 
1640240910.799999952 2500.16 -2734.49 6043.25 
1640240910.900000095 2500.69 -2734.75 6044.09 
1640240911.000000000 2501.21 -2735.02 6044.92 
1640240911.099999905 2501.74 -2735.29 6045.74 
1640240911.200000048 2502.25 -2735.55 6046.56 
1640240911.299999952 2502.77 -2735.81 6047.38 
1640240911.400000095 2503.29 -2736.08 6048.20 
1640240911.500000000 2503.81 -2736.34 6049.02 
1640240911.599999905 2504.32 -2736.60 6049.83 
1640240911.700000048 2504.84 -2736.85 6050.63 
1640240911.799999952 2505.35 -2737.12 6051.44 
1640240911.900000095 2505.85 -2737.37 6052.25 
1640240912.000000000 2506.36 -2737.63 6053.05 
1640240912.099999905 2506.88 -2737.89 6053.86 
1640240912.200000048 2507.39 -2738.15 6054.67 
1640240912.299999952 2507.90 -2738.41 6055.48 
1640240912.400000095 2508.42 -2738.67 6056.28 
1640240912.500000000 2508.94 -2738.92 6057.09 
1640240912.599999905 2509.46 -2739.18 6057.90 
1640240912.700000048 2509.98 -2739.44 6058.71 
1640240912.799999952 2510.50 -2739.70 6059.52 
1640240912.900000095 2511.02 -2739.96 6060.33 
1640240913.000000000 2511.54 -2740.21 6061.14 
1640240913.099999905 2512.07 -2740.47 6061.96 
1640240913.200000048 2512.59 -2740.73 6062.77 
1640240913.299999952 2513.12 -2740.98 6063.59 
1640240913.400000095 2513.65 -2741.24 6064.40 
1640240913.500000000 2514.17 -2741.50 6065.22 
1640240913.599999905 2514.70 -2741.75 6066.04 
1640240913.700000048 2515.23 -2742.01 6066.85 
1640240913.799999952 2515.76 -2742.28 6067.67 
1640240913.900000095 2516.29 -2742.53 6068.48 
1640240914.000000000 2516.81 -2742.78 6069.29 
1640240914.099999905 2517.34 -2743.04 6070.10 
1640240914.200000048 2517.86 -2743.29 6070.90 
1640240914.299999952 2518.39 -2743.55 6071.71 
1640240914.400000095 2518.91 -2743.80 6072.51 
1640240914.500000000 2519.43 -2744.05 6073.31 
1640240914.599999905 2519.95 -2744.30 6074.10 
1640240914.700000048 2520.47 -2744.55 6074.89 
1640240914.799999952 2520.98 -2744.80 6075.68 
1640240914.900000095 2521.49 -2745.05 6076.47 
1640240915.000000000 2521.99 -2745.29 6077.25 
1640240915.099999905 2522.50 -2745.54 6078.02 
1640240915.200000048 2523.01 -2745.80 6078.81 
1640240915.299999952 2523.52 -2746.05 6079.58 
1640240915.400000095 2524.02 -2746.29 6080.35 
1640240915.500000000 2524.52 -2746.54 6081.12 
1640240915.599999905 2525.02 -2746.78 6081.89 
1640240915.700000048 2525.52 -2747.03 6082.65 
1640240915.799999952 2526.02 -2747.27 6083.41 
1640240915.900000095 2526.52 -2747.51 6084.17 
1640240916.000000000 2527.01 -2747.75 6084.92 
1640240916.099999905 2527.50 -2747.98 6085.68 
1640240916.200000048 2527.99 -2748.22 6086.43 
1640240916.299999952 2528.48 -2748.46 6087.17 
1640240916.400000095 2528.97 -2748.69 6087.92 
1640240916.500000000 2529.45 -2748.93 6088.66 
1640240916.599999905 2529.94 -2749.16 6089.40 
1640240916.700000048 2530.42 -2749.39 6090.13 
1640240916.799999952 2530.90 -2749.63 6090.87 
1640240916.900000095 2531.37 -2749.85 6091.60 
1640240917.000000000 2531.85 -2750.08 6092.33 
1640240917.099999905 2532.31 -2750.31 6093.05 
1640240917.200000048 2532.78 -2750.53 6093.77 
1640240917.299999952 2533.25 -2750.75 6094.48 
1640240917.400000095 2533.71 -2750.98 6095.20 
1640240917.500000000 2534.18 -2751.21 6095.91 
1640240917.599999905 2534.64 -2751.43 6096.62 
1640240917.700000048 2535.10 -2751.65 6097.33 
1640240917.799999952 2535.56 -2751.87 6098.03 
1640240917.900000095 2536.02 -2752.09 6098.73 
1640240918.000000000 2536.47 -2752.31 6099.43 
1640240918.099999905 2536.91 -2752.53 6100.12 
1640240918.200000048 2537.35 -2752.75 6100.81 
1640240918.299999952 2537.80 -2752.96 6101.49 
1640240918.400000095 2538.24 -2753.18 6102.18 
1640240918.500000000 2538.69 -2753.40 6102.86 
1640240918.599999905 2539.13 -2753.63 6103.54 
1640240918.700000048 2539.57 -2753.84 6104.22 
1640240918.799999952 2540.01 -2754.06 6104.90 
1640240918.900000095 2540.45 -2754.27 6105.57 
1640240919.000000000 2540.88 -2754.48 6106.24 
1640240919.099999905 2541.31 -2754.70 6106.90 
1640240919.200000048 2541.74 -2754.91 6107.57 
1640240919.299999952 2542.17 -2755.12 6108.23 
1640240919.400000095 2542.59 -2755.33 6108.89 
1640240919.500000000 2543.01 -2755.54 6109.55 
