#timestamp(s) translation_x(m) translation_y(m) translation_z(m)
1640238059.400000095 -2040.46 -648.17 -851.21 
1640238059.500000000 -2040.46 -648.17 -851.21 
1640238059.599999905 -2040.46 -648.17 -851.21 
1640238059.700000048 -2040.46 -648.17 -851.21 
1640238059.799999952 -2040.46 -648.17 -851.21 
1640238059.900000095 -2040.46 -648.17 -851.21 
1640238060.000000000 -2040.46 -648.17 -851.21 
1640238060.099999905 -2040.46 -648.17 -851.21 
1640238060.200000048 -2040.46 -648.17 -851.21 
1640238060.299999952 -2040.46 -648.17 -851.21 
1640238060.400000095 -2040.46 -648.17 -851.21 
1640238060.500000000 -2040.46 -648.17 -851.21 
1640238060.599999905 -2040.46 -648.17 -851.21 
1640238060.700000048 -2040.46 -648.17 -851.21 
1640238060.799999952 -2040.46 -648.17 -851.21 
1640238060.900000095 -2040.46 -648.17 -851.21 
1640238061.000000000 -2040.46 -648.17 -851.21 
1640238061.099999905 -2040.46 -648.17 -851.21 
1640238061.200000048 -2040.46 -648.17 -851.21 
1640238061.299999952 -2040.46 -648.17 -851.21 
1640238061.400000095 -2040.46 -648.17 -851.21 
1640238061.500000000 -2040.46 -648.17 -851.21 
1640238061.599999905 -2040.46 -648.17 -851.21 
1640238061.700000048 -2040.46 -648.17 -851.21 
1640238061.799999952 -2040.46 -648.17 -851.21 
1640238061.900000095 -2040.46 -648.17 -851.21 
1640238062.000000000 -2040.46 -648.17 -851.21 
1640238062.099999905 -2040.46 -648.17 -851.21 
1640238062.200000048 -2040.46 -648.17 -851.21 
1640238062.299999952 -2040.46 -648.17 -851.21 
1640238062.400000095 -2040.46 -648.17 -851.21 
1640238062.500000000 -2040.46 -648.17 -851.21 
1640238062.599999905 -2040.46 -648.17 -851.21 
1640238062.700000048 -2040.46 -648.17 -851.21 
1640238062.799999952 -2040.46 -648.17 -851.21 
1640238062.900000095 -2040.46 -648.17 -851.21 
1640238063.000000000 -2040.46 -648.17 -851.21 
1640238063.099999905 -2040.46 -648.17 -851.21 
1640238063.200000048 -2040.46 -648.17 -851.21 
1640238063.299999952 -2040.46 -648.17 -851.21 
1640238063.400000095 -2040.46 -648.17 -851.21 
1640238063.500000000 -2040.46 -648.17 -851.21 
1640238063.599999905 -2040.46 -648.17 -851.21 
1640238063.700000048 -2040.46 -648.17 -851.21 
1640238063.799999952 -2040.46 -648.17 -851.21 
1640238063.900000095 -2040.46 -648.17 -851.21 
1640238064.000000000 -2040.46 -648.17 -851.21 
1640238064.099999905 -2040.46 -648.17 -851.21 
1640238064.200000048 -2040.46 -648.17 -851.21 
1640238064.299999952 -2040.46 -648.17 -851.21 
1640238064.400000095 -2040.46 -648.17 -851.21 
1640238064.500000000 -2040.46 -648.17 -851.21 
1640238064.599999905 -2040.46 -648.17 -851.21 
1640238064.700000048 -2040.46 -648.17 -851.21 
1640238064.799999952 -2040.46 -648.17 -851.21 
1640238064.900000095 -2040.46 -648.17 -851.21 
1640238065.000000000 -2040.46 -648.17 -851.21 
1640238065.099999905 -2040.46 -648.17 -851.21 
1640238065.200000048 -2040.46 -648.17 -851.21 
1640238065.299999952 -2040.46 -648.17 -851.21 
1640238065.400000095 -2040.46 -648.17 -851.21 
1640238065.500000000 -2040.46 -648.17 -851.21 
1640238065.599999905 -2040.46 -648.17 -851.21 
1640238065.700000048 -2040.46 -648.17 -851.21 
1640238065.799999952 -2040.46 -648.17 -851.21 
1640238065.900000095 -2040.46 -648.17 -851.21 
1640238066.000000000 -2040.46 -648.17 -851.21 
1640238066.099999905 -2040.46 -648.17 -851.21 
1640238066.200000048 -2040.46 -648.17 -851.21 
1640238066.299999952 -2040.46 -648.17 -851.21 
1640238066.400000095 -2040.46 -648.17 -851.21 
1640238066.500000000 -2040.46 -648.17 -851.21 
1640238066.599999905 -2040.46 -648.17 -851.21 
1640238066.700000048 -2040.46 -648.17 -851.21 
1640238066.799999952 -2040.46 -648.17 -851.21 
1640238066.900000095 -2040.46 -648.17 -851.21 
1640238067.000000000 -2040.46 -648.17 -851.21 
1640238067.099999905 -2040.46 -648.17 -851.21 
1640238067.200000048 -2040.46 -648.17 -851.21 
1640238067.299999952 -2040.46 -648.17 -851.21 
1640238067.400000095 -2040.46 -648.17 -851.21 
1640238067.500000000 -2040.46 -648.17 -851.21 
1640238067.599999905 -2040.46 -648.17 -851.21 
1640238067.700000048 -2040.46 -648.17 -851.21 
1640238067.799999952 -2040.46 -648.17 -851.21 
1640238067.900000095 -2040.46 -648.17 -851.21 
1640238068.000000000 -2040.46 -648.17 -851.21 
1640238068.099999905 -2040.46 -648.17 -851.21 
1640238068.200000048 -2040.46 -648.17 -851.21 
1640238068.299999952 -2040.46 -648.17 -851.21 
1640238068.400000095 -2040.46 -648.17 -851.21 
1640238068.500000000 -2040.46 -648.17 -851.21 
1640238068.599999905 -2040.46 -648.17 -851.21 
1640238068.700000048 -2040.46 -648.17 -851.21 
1640238068.799999952 -2040.46 -648.17 -851.21 
1640238068.900000095 -2040.46 -648.17 -851.21 
1640238069.000000000 -2040.46 -648.17 -851.21 
1640238069.099999905 -2040.46 -648.17 -851.21 
1640238069.200000048 -2040.46 -648.17 -851.21 
1640238069.299999952 -2040.46 -648.17 -851.21 
1640238069.400000095 -2040.46 -648.17 -851.21 
1640238069.500000000 -2040.46 -648.17 -851.21 
1640238069.599999905 -2040.46 -648.17 -851.21 
1640238069.700000048 -2040.46 -648.17 -851.21 
1640238069.799999952 -2040.46 -648.17 -851.21 
1640238069.900000095 -2040.46 -648.17 -851.21 
1640238070.000000000 -2040.46 -648.17 -851.21 
1640238070.099999905 -2040.46 -648.17 -851.21 
1640238070.200000048 -2040.46 -648.17 -851.21 
1640238070.299999952 -2040.46 -648.17 -851.21 
1640238070.400000095 -2040.46 -648.17 -851.21 
1640238070.500000000 -2040.46 -648.17 -851.21 
1640238070.599999905 -2040.46 -648.17 -851.21 
1640238070.700000048 -2040.46 -648.17 -851.21 
1640238070.799999952 -2040.46 -648.17 -851.21 
1640238070.900000095 -2040.46 -648.17 -851.21 
1640238071.000000000 -2040.46 -648.17 -851.21 
1640238071.099999905 -2040.46 -648.17 -851.21 
1640238071.200000048 -2040.46 -648.17 -851.21 
1640238071.299999952 -2040.46 -648.17 -851.21 
1640238071.400000095 -2040.46 -648.17 -851.21 
1640238071.500000000 -2040.46 -648.17 -851.21 
1640238071.599999905 -2040.46 -648.17 -851.21 
1640238071.700000048 -2040.46 -648.17 -851.21 
1640238071.799999952 -2040.46 -648.17 -851.21 
1640238071.900000095 -2040.46 -648.17 -851.21 
1640238072.000000000 -2040.46 -648.17 -851.21 
1640238072.099999905 -2040.46 -648.17 -851.21 
1640238072.200000048 -2040.46 -648.17 -851.21 
1640238072.299999952 -2040.46 -648.17 -851.21 
1640238072.400000095 -2040.46 -648.17 -851.21 
1640238072.500000000 -2040.46 -648.17 -851.21 
1640238072.599999905 -2040.46 -648.17 -851.21 
1640238072.700000048 -2040.46 -648.17 -851.21 
1640238072.799999952 -2040.46 -648.17 -851.21 
1640238072.900000095 -2040.46 -648.17 -851.21 
1640238073.000000000 -2040.46 -648.17 -851.21 
1640238073.099999905 -2040.46 -648.17 -851.21 
1640238073.200000048 -2040.46 -648.17 -851.21 
1640238073.299999952 -2040.46 -648.17 -851.21 
1640238073.400000095 -2040.46 -648.17 -851.21 
1640238073.500000000 -2040.46 -648.17 -851.21 
1640238073.599999905 -2040.46 -648.17 -851.21 
1640238073.700000048 -2040.46 -648.17 -851.21 
1640238073.799999952 -2040.46 -648.17 -851.21 
1640238073.900000095 -2040.46 -648.17 -851.21 
1640238074.000000000 -2040.46 -648.17 -851.21 
1640238074.099999905 -2040.46 -648.17 -851.21 
1640238074.200000048 -2040.46 -648.17 -851.21 
1640238074.299999952 -2040.46 -648.17 -851.21 
1640238074.400000095 -2040.46 -648.17 -851.21 
1640238074.500000000 -2040.46 -648.17 -851.21 
1640238074.599999905 -2040.46 -648.17 -851.21 
1640238074.700000048 -2040.46 -648.17 -851.21 
1640238074.799999952 -2040.46 -648.17 -851.21 
1640238074.900000095 -2040.46 -648.17 -851.21 
1640238075.000000000 -2040.46 -648.17 -851.21 
1640238075.099999905 -2040.46 -648.17 -851.21 
1640238075.200000048 -2040.46 -648.17 -851.21 
1640238075.299999952 -2040.46 -648.17 -851.21 
1640238075.400000095 -2040.46 -648.17 -851.21 
1640238075.500000000 -2040.46 -648.17 -851.21 
1640238075.599999905 -2040.46 -648.17 -851.21 
1640238075.700000048 -2040.46 -648.17 -851.21 
1640238075.799999952 -2040.46 -648.17 -851.21 
1640238075.900000095 -2040.46 -648.17 -851.21 
1640238076.000000000 -2040.46 -648.17 -851.21 
1640238076.099999905 -2040.46 -648.17 -851.21 
1640238076.200000048 -2040.46 -648.17 -851.21 
1640238076.299999952 -2040.46 -648.17 -851.21 
1640238076.400000095 -2040.46 -648.17 -851.21 
1640238076.500000000 -2040.46 -648.17 -851.21 
1640238076.599999905 -2040.46 -648.17 -851.21 
1640238076.700000048 -2040.46 -648.17 -851.21 
1640238076.799999952 -2040.46 -648.17 -851.21 
1640238076.900000095 -2040.46 -648.17 -851.21 
1640238077.000000000 -2040.46 -648.17 -851.21 
1640238077.099999905 -2040.46 -648.17 -851.21 
1640238077.200000048 -2040.46 -648.17 -851.21 
1640238077.299999952 -2040.46 -648.17 -851.21 
1640238077.400000095 -2040.46 -648.17 -851.21 
1640238077.500000000 -2040.46 -648.17 -851.21 
1640238077.599999905 -2040.46 -648.17 -851.21 
1640238077.700000048 -2040.46 -648.17 -851.21 
1640238077.799999952 -2040.46 -648.17 -851.21 
1640238077.900000095 -2040.46 -648.17 -851.21 
1640238078.000000000 -2040.46 -648.17 -851.21 
1640238078.099999905 -2040.46 -648.17 -851.21 
1640238078.200000048 -2040.46 -648.17 -851.21 
1640238078.299999952 -2040.46 -648.17 -851.21 
1640238078.400000095 -2040.46 -648.17 -851.21 
1640238078.500000000 -2040.46 -648.17 -851.21 
1640238078.599999905 -2040.46 -648.17 -851.21 
1640238078.700000048 -2040.46 -648.17 -851.21 
1640238078.799999952 -2040.46 -648.17 -851.21 
1640238078.900000095 -2040.46 -648.17 -851.21 
1640238079.000000000 -2040.46 -648.17 -851.21 
1640238079.099999905 -2040.46 -648.17 -851.21 
1640238079.200000048 -2040.46 -648.17 -851.21 
1640238079.299999952 -2040.46 -648.17 -851.21 
1640238079.400000095 -2040.46 -648.17 -851.21 
1640238079.500000000 -2040.46 -648.17 -851.21 
1640238079.599999905 -2040.46 -648.17 -851.21 
1640238079.700000048 -2040.46 -648.17 -851.21 
1640238079.799999952 -2040.46 -648.17 -851.21 
1640238079.900000095 -2040.46 -648.17 -851.21 
1640238080.000000000 -2040.46 -648.17 -851.21 
1640238080.099999905 -2040.46 -648.17 -851.21 
1640238080.200000048 -2040.46 -648.17 -851.21 
1640238080.299999952 -2040.46 -648.17 -851.21 
1640238080.400000095 -2040.46 -648.17 -851.21 
1640238080.500000000 -2040.46 -648.17 -851.21 
1640238080.599999905 -2040.46 -648.17 -851.21 
1640238080.700000048 -2040.46 -648.17 -851.21 
1640238080.799999952 -2040.46 -648.17 -851.21 
1640238080.900000095 -2040.46 -648.17 -851.21 
1640238081.000000000 -2040.46 -648.17 -851.21 
1640238081.099999905 -2040.46 -648.17 -851.21 
1640238081.200000048 -2040.46 -648.17 -851.21 
1640238081.299999952 -2040.46 -648.17 -851.21 
1640238081.400000095 -2040.46 -648.17 -851.21 
1640238081.500000000 -2040.46 -648.17 -851.21 
1640238081.599999905 -2040.46 -648.17 -851.21 
1640238081.700000048 -2040.46 -648.17 -851.21 
1640238081.799999952 -2040.46 -648.17 -851.21 
1640238081.900000095 -2040.46 -648.17 -851.21 
1640238082.000000000 -2040.46 -648.17 -851.21 
1640238082.099999905 -2040.46 -648.17 -851.21 
1640238082.200000048 -2040.46 -648.17 -851.21 
1640238082.299999952 -2040.46 -648.17 -851.21 
1640238082.400000095 -2040.46 -648.17 -851.21 
1640238082.500000000 -2040.46 -648.17 -851.21 
1640238082.599999905 -2040.46 -648.17 -851.21 
1640238082.700000048 -2040.46 -648.17 -851.21 
1640238082.799999952 -2040.46 -648.17 -851.21 
1640238082.900000095 -2040.46 -648.17 -851.21 
1640238083.000000000 -2040.46 -648.17 -851.21 
1640238083.099999905 -2040.46 -648.17 -851.21 
1640238083.200000048 -2040.46 -648.17 -851.21 
1640238083.299999952 -2040.46 -648.17 -851.21 
1640238083.400000095 -2040.46 -648.17 -851.21 
1640238083.500000000 -2040.46 -648.17 -851.21 
1640238083.599999905 -2040.46 -648.17 -851.21 
1640238083.700000048 -2040.46 -648.17 -851.21 
1640238083.799999952 -2040.46 -648.17 -851.21 
1640238083.900000095 -2040.46 -648.17 -851.21 
1640238084.000000000 -2040.46 -648.17 -851.21 
1640238084.099999905 -2040.46 -648.17 -851.21 
1640238084.200000048 -2040.46 -648.17 -851.21 
1640238084.299999952 -2040.46 -648.17 -851.21 
1640238084.400000095 -2040.46 -648.17 -851.21 
1640238084.500000000 -2040.46 -648.17 -851.21 
1640238084.599999905 -2040.46 -648.17 -851.21 
1640238084.700000048 -2040.46 -648.17 -851.21 
1640238084.799999952 -2040.46 -648.17 -851.21 
1640238084.900000095 -2040.46 -648.17 -851.21 
1640238085.000000000 -2040.46 -648.17 -851.21 
1640238085.099999905 -2040.46 -648.17 -851.21 
1640238085.200000048 -2040.46 -648.17 -851.21 
1640238085.299999952 -2040.46 -648.17 -851.21 
1640238085.400000095 -2040.46 -648.17 -851.21 
1640238085.500000000 -2040.46 -648.17 -851.21 
1640238085.599999905 -2040.46 -648.17 -851.21 
1640238085.700000048 -2040.46 -648.17 -851.21 
1640238085.799999952 -2040.46 -648.17 -851.21 
1640238085.900000095 -2040.46 -648.17 -851.21 
1640238086.000000000 -2040.46 -648.17 -851.21 
1640238086.099999905 -2040.46 -648.17 -851.21 
1640238086.200000048 -2040.46 -648.17 -851.21 
1640238086.299999952 -2040.46 -648.17 -851.21 
1640238086.400000095 -2040.46 -648.17 -851.21 
1640238086.500000000 -2040.46 -648.17 -851.21 
1640238086.599999905 -2040.46 -648.17 -851.21 
1640238086.700000048 -2040.46 -648.17 -851.21 
1640238086.799999952 -2040.46 -648.17 -851.21 
1640238086.900000095 -2040.46 -648.17 -851.21 
1640238087.000000000 -2040.46 -648.17 -851.21 
1640238087.099999905 -2040.46 -648.17 -851.21 
1640238087.200000048 -2040.46 -648.17 -851.21 
1640238087.299999952 -2040.46 -648.17 -851.21 
1640238087.400000095 -2040.46 -648.17 -851.21 
1640238087.500000000 -2040.46 -648.17 -851.21 
1640238087.599999905 -2040.46 -648.17 -851.21 
1640238087.700000048 -2040.46 -648.17 -851.21 
1640238087.799999952 -2040.46 -648.17 -851.21 
1640238087.900000095 -2040.46 -648.17 -851.21 
1640238088.000000000 -2040.46 -648.17 -851.21 
1640238088.099999905 -2040.46 -648.17 -851.21 
1640238088.200000048 -2040.46 -648.17 -851.21 
1640238088.299999952 -2040.46 -648.17 -851.21 
1640238088.400000095 -2040.46 -648.17 -851.21 
1640238088.500000000 -2040.46 -648.17 -851.21 
1640238088.599999905 -2040.46 -648.17 -851.21 
1640238088.700000048 -2040.46 -648.17 -851.21 
1640238088.799999952 -2040.46 -648.17 -851.21 
1640238088.900000095 -2040.46 -648.17 -851.21 
1640238089.000000000 -2040.46 -648.17 -851.21 
1640238089.099999905 -2040.46 -648.17 -851.21 
1640238089.200000048 -2040.46 -648.17 -851.21 
1640238089.299999952 -2040.46 -648.17 -851.21 
1640238089.400000095 -2040.46 -648.17 -851.21 
1640238089.500000000 -2040.46 -648.17 -851.21 
1640238089.599999905 -2040.46 -648.17 -851.21 
1640238089.700000048 -2040.46 -648.17 -851.21 
1640238089.799999952 -2040.46 -648.17 -851.21 
1640238089.900000095 -2040.46 -648.17 -851.21 
1640238090.000000000 -2040.46 -648.17 -851.21 
1640238090.099999905 -2040.46 -648.17 -851.21 
1640238090.200000048 -2040.46 -648.17 -851.21 
1640238090.299999952 -2040.46 -648.17 -851.21 
1640238090.400000095 -2040.46 -648.17 -851.21 
1640238090.500000000 -2040.46 -648.17 -851.21 
1640238090.599999905 -2040.46 -648.17 -851.21 
1640238090.700000048 -2040.46 -648.17 -851.21 
1640238090.799999952 -2040.46 -648.17 -851.21 
1640238090.900000095 -2040.46 -648.17 -851.21 
1640238091.000000000 -2040.46 -648.17 -851.21 
1640238091.099999905 -2040.46 -648.17 -851.21 
1640238091.200000048 -2040.46 -648.17 -851.21 
1640238091.299999952 -2040.46 -648.17 -851.21 
1640238091.400000095 -2040.46 -648.17 -851.21 
1640238091.500000000 -2040.46 -648.17 -851.21 
1640238091.599999905 -2040.46 -648.17 -851.21 
1640238091.700000048 -2040.46 -648.17 -851.21 
1640238091.799999952 -2040.46 -648.17 -851.21 
1640238091.900000095 -2040.46 -648.17 -851.21 
1640238092.000000000 -2040.46 -648.17 -851.21 
1640238092.099999905 -2040.46 -648.17 -851.21 
1640238092.200000048 -2040.46 -648.17 -851.21 
1640238092.299999952 -2040.46 -648.17 -851.21 
1640238092.400000095 -2040.46 -648.17 -851.21 
1640238092.500000000 -2040.46 -648.17 -851.21 
1640238092.599999905 -2040.46 -648.17 -851.21 
1640238092.700000048 -2040.46 -648.17 -851.21 
1640238092.799999952 -2040.46 -648.17 -851.21 
1640238092.900000095 -2040.46 -648.17 -851.21 
1640238093.000000000 -2040.46 -648.17 -851.21 
1640238093.099999905 -2040.46 -648.17 -851.21 
1640238093.200000048 -2040.46 -648.17 -851.21 
1640238093.299999952 -2040.46 -648.17 -851.21 
1640238093.400000095 -2040.46 -648.17 -851.21 
1640238093.500000000 -2040.46 -648.17 -851.21 
1640238093.599999905 -2040.46 -648.17 -851.21 
1640238093.700000048 -2040.46 -648.17 -851.21 
1640238093.799999952 -2040.46 -648.17 -851.21 
1640238093.900000095 -2040.46 -648.17 -851.21 
1640238094.000000000 -2040.46 -648.17 -851.21 
1640238094.099999905 -2040.46 -648.17 -851.21 
1640238094.200000048 -2040.46 -648.17 -851.21 
1640238094.299999952 -2040.46 -648.17 -851.21 
1640238094.400000095 -2040.46 -648.17 -851.21 
1640238094.500000000 -2040.46 -648.17 -851.21 
1640238094.599999905 -2040.46 -648.17 -851.21 
1640238094.700000048 -2040.46 -648.17 -851.21 
1640238094.799999952 -2040.46 -648.17 -851.21 
1640238094.900000095 -2040.46 -648.17 -851.21 
1640238095.000000000 -2040.46 -648.17 -851.21 
1640238095.099999905 -2040.46 -648.17 -851.21 
1640238095.200000048 -2040.46 -648.17 -851.21 
1640238095.299999952 -2040.46 -648.17 -851.21 
1640238095.400000095 -2040.46 -648.17 -851.21 
1640238095.500000000 -2040.46 -648.17 -851.21 
1640238095.599999905 -2040.46 -648.17 -851.21 
1640238095.700000048 -2040.46 -648.17 -851.21 
1640238095.799999952 -2040.46 -648.17 -851.21 
1640238095.900000095 -2040.46 -648.17 -851.21 
1640238096.000000000 -2040.46 -648.17 -851.21 
1640238096.099999905 -2040.46 -648.17 -851.21 
1640238096.200000048 -2040.46 -648.17 -851.21 
1640238096.299999952 -2040.46 -648.17 -851.21 
1640238096.400000095 -2040.46 -648.17 -851.21 
1640238096.500000000 -2040.46 -648.17 -851.21 
1640238096.599999905 -2040.46 -648.17 -851.21 
1640238096.700000048 -2040.46 -648.17 -851.21 
1640238096.799999952 -2040.46 -648.17 -851.21 
1640238096.900000095 -2040.46 -648.17 -851.21 
1640238097.000000000 -2040.46 -648.17 -851.21 
1640238097.099999905 -2040.46 -648.17 -851.21 
1640238097.200000048 -2040.46 -648.17 -851.21 
1640238097.299999952 -2040.46 -648.17 -851.21 
1640238097.400000095 -2040.46 -648.17 -851.21 
1640238097.500000000 -2040.46 -648.17 -851.21 
1640238097.599999905 -2040.46 -648.17 -851.21 
1640238097.700000048 -2040.46 -648.17 -851.21 
1640238097.799999952 -2040.46 -648.17 -851.21 
1640238097.900000095 -2040.46 -648.17 -851.21 
1640238098.000000000 -2040.46 -648.17 -851.21 
1640238098.099999905 -2040.46 -648.17 -851.21 
1640238098.200000048 -2040.46 -648.17 -851.21 
1640238098.299999952 -2040.46 -648.17 -851.21 
1640238098.400000095 -2040.46 -648.17 -851.21 
1640238098.500000000 -2040.46 -648.17 -851.21 
1640238098.599999905 -2040.46 -648.17 -851.21 
1640238098.700000048 -2040.46 -648.17 -851.21 
1640238098.799999952 -2040.46 -648.17 -851.21 
1640238098.900000095 -2040.46 -648.17 -851.21 
1640238099.000000000 -2040.46 -648.17 -851.21 
1640238099.099999905 -2040.46 -648.17 -851.21 
1640238099.200000048 -2040.46 -648.17 -851.21 
1640238099.299999952 -2040.46 -648.17 -851.21 
1640238099.400000095 -2040.46 -648.17 -851.21 
1640238099.500000000 -2040.46 -648.17 -851.21 
1640238099.599999905 -2040.46 -648.17 -851.21 
1640238099.700000048 -2040.46 -648.17 -851.21 
1640238099.799999952 -2040.46 -648.17 -851.21 
1640238099.900000095 -2040.46 -648.17 -851.21 
1640238100.000000000 -2040.46 -648.17 -851.21 
1640238100.099999905 -2040.46 -648.17 -851.21 
1640238100.200000048 -2040.46 -648.17 -851.21 
1640238100.299999952 -2040.46 -648.17 -851.21 
1640238100.400000095 -2040.46 -648.17 -851.21 
1640238100.500000000 -2040.46 -648.17 -851.21 
1640238100.599999905 -2040.46 -648.17 -851.21 
1640238100.700000048 -2040.46 -648.17 -851.21 
1640238100.799999952 -2040.46 -648.17 -851.21 
1640238100.900000095 -2040.46 -648.17 -851.21 
1640238101.000000000 -2040.46 -648.17 -851.21 
1640238101.099999905 -2040.46 -648.17 -851.21 
1640238101.200000048 -2040.46 -648.17 -851.21 
1640238101.299999952 -2040.46 -648.17 -851.21 
1640238101.400000095 -2040.46 -648.17 -851.21 
1640238101.500000000 -2040.46 -648.17 -851.21 
1640238101.599999905 -2040.46 -648.17 -851.21 
1640238101.700000048 -2040.46 -648.17 -851.21 
1640238101.799999952 -2040.46 -648.17 -851.21 
1640238101.900000095 -2040.46 -648.17 -851.21 
1640238102.000000000 -2040.46 -648.17 -851.21 
1640238102.099999905 -2040.46 -648.17 -851.21 
1640238102.200000048 -2040.46 -648.17 -851.21 
1640238102.299999952 -2040.46 -648.17 -851.21 
1640238102.400000095 -2040.46 -648.17 -851.21 
1640238102.500000000 -2040.46 -648.17 -851.21 
1640238102.599999905 -2040.46 -648.17 -851.21 
1640238102.700000048 -2040.46 -648.17 -851.21 
1640238102.799999952 -2040.46 -648.17 -851.21 
1640238102.900000095 -2040.46 -648.17 -851.21 
1640238103.000000000 -2040.46 -648.17 -851.21 
1640238103.099999905 -2040.46 -648.17 -851.21 
1640238103.200000048 -2040.46 -648.17 -851.21 
1640238103.299999952 -2040.46 -648.17 -851.21 
1640238103.400000095 -2040.46 -648.17 -851.21 
1640238103.500000000 -2040.46 -648.17 -851.21 
1640238103.599999905 -2040.46 -648.17 -851.21 
1640238103.700000048 -2040.46 -648.17 -851.21 
1640238103.799999952 -2040.46 -648.17 -851.21 
1640238103.900000095 -2040.46 -648.17 -851.21 
1640238104.000000000 -2040.46 -648.17 -851.21 
1640238104.099999905 -2040.46 -648.17 -851.21 
1640238104.200000048 -2040.46 -648.17 -851.21 
1640238104.299999952 -2040.46 -648.17 -851.21 
1640238104.400000095 -2040.46 -648.17 -851.21 
1640238104.500000000 -2040.46 -648.17 -851.21 
1640238104.599999905 -2040.46 -648.17 -851.21 
1640238104.700000048 -2040.46 -648.17 -851.21 
1640238104.799999952 -2040.46 -648.17 -851.21 
1640238104.900000095 -2040.46 -648.17 -851.21 
1640238105.000000000 -2040.46 -648.17 -851.21 
1640238105.099999905 -2040.46 -648.17 -851.21 
1640238105.200000048 -2040.46 -648.17 -851.21 
1640238105.299999952 -2040.46 -648.17 -851.21 
1640238105.400000095 -2040.46 -648.17 -851.21 
1640238105.500000000 -2040.46 -648.17 -851.21 
1640238105.599999905 -2040.46 -648.17 -851.21 
1640238105.700000048 -2040.46 -648.17 -851.21 
1640238105.799999952 -2040.46 -648.17 -851.21 
1640238105.900000095 -2040.46 -648.17 -851.21 
1640238106.000000000 -2040.46 -648.17 -851.21 
1640238106.099999905 -2040.46 -648.17 -851.21 
1640238106.200000048 -2040.46 -648.17 -851.21 
1640238106.299999952 -2040.46 -648.17 -851.21 
1640238106.400000095 -2040.46 -648.17 -851.21 
1640238106.500000000 -2040.46 -648.17 -851.21 
1640238106.599999905 -2040.46 -648.17 -851.21 
1640238106.700000048 -2040.46 -648.17 -851.21 
1640238106.799999952 -2040.46 -648.17 -851.21 
1640238106.900000095 -2040.46 -648.17 -851.21 
1640238107.000000000 -2040.46 -648.17 -851.21 
1640238107.099999905 -2040.46 -648.17 -851.21 
1640238107.200000048 -2040.46 -648.17 -851.21 
1640238107.299999952 -2040.46 -648.17 -851.21 
1640238107.400000095 -2040.46 -648.17 -851.21 
1640238107.500000000 -2040.46 -648.17 -851.21 
1640238107.599999905 -2040.46 -648.17 -851.21 
1640238107.700000048 -2040.46 -648.17 -851.21 
1640238107.799999952 -2040.46 -648.17 -851.21 
1640238107.900000095 -2040.46 -648.17 -851.21 
1640238108.000000000 -2040.46 -648.17 -851.21 
1640238108.099999905 -2040.46 -648.17 -851.21 
1640238108.200000048 -2040.46 -648.17 -851.21 
1640238108.299999952 -2040.46 -648.17 -851.21 
1640238108.400000095 -2040.46 -648.17 -851.21 
1640238108.500000000 -2040.46 -648.17 -851.21 
1640238108.599999905 -2040.46 -648.17 -851.21 
1640238108.700000048 -2040.46 -648.17 -851.21 
1640238108.799999952 -2040.46 -648.17 -851.21 
1640238108.900000095 -2040.46 -648.17 -851.21 
1640238109.000000000 -2040.46 -648.17 -851.21 
1640238109.099999905 -2040.46 -648.17 -851.21 
1640238109.200000048 -2040.46 -648.17 -851.21 
1640238109.299999952 -2040.46 -648.17 -851.21 
1640238109.400000095 -2040.46 -648.17 -851.21 
1640238109.500000000 -2040.46 -648.17 -851.21 
1640238109.599999905 -2040.46 -648.17 -851.21 
1640238109.700000048 -2040.46 -648.17 -851.21 
1640238109.799999952 -2040.46 -648.17 -851.21 
1640238109.900000095 -2040.46 -648.17 -851.21 
1640238110.000000000 -2040.46 -648.17 -851.21 
1640238110.099999905 -2040.46 -648.17 -851.21 
1640238110.200000048 -2040.46 -648.17 -851.21 
1640238110.299999952 -2040.46 -648.17 -851.21 
1640238110.400000095 -2040.46 -648.17 -851.21 
1640238110.500000000 -2040.46 -648.17 -851.21 
1640238110.599999905 -2040.46 -648.17 -851.21 
1640238110.700000048 -2040.46 -648.17 -851.21 
1640238110.799999952 -2040.46 -648.17 -851.21 
1640238110.900000095 -2040.46 -648.17 -851.21 
1640238111.000000000 -2040.46 -648.17 -851.21 
1640238111.099999905 -2040.46 -648.17 -851.21 
1640238111.200000048 -2040.46 -648.17 -851.21 
1640238111.299999952 -2040.46 -648.17 -851.21 
1640238111.400000095 -2040.46 -648.17 -851.21 
1640238111.500000000 -2040.46 -648.17 -851.21 
1640238111.599999905 -2040.46 -648.17 -851.21 
1640238111.700000048 -2040.46 -648.17 -851.21 
1640238111.799999952 -2040.46 -648.17 -851.21 
1640238111.900000095 -2040.46 -648.17 -851.21 
1640238112.000000000 -2040.46 -648.17 -851.21 
1640238112.099999905 -2040.46 -648.17 -851.21 
1640238112.200000048 -2040.46 -648.17 -851.21 
1640238112.299999952 -2040.46 -648.17 -851.21 
1640238112.400000095 -2040.46 -648.17 -851.21 
1640238112.500000000 -2040.46 -648.17 -851.21 
1640238112.599999905 -2040.46 -648.17 -851.21 
1640238112.700000048 -2040.46 -648.17 -851.21 
1640238112.799999952 -2040.46 -648.17 -851.21 
1640238112.900000095 -2040.46 -648.17 -851.21 
1640238113.000000000 -2040.46 -648.17 -851.21 
